GEOID,total_claims,total_payout,years_with_claims,Q100yr_best,Q10yr_gev,best_model,n_obs,impervious_pct,median_income,COUNTY_NAME,exposure_idx,hazard_idx,imperv_idx,vuln_idx,risk_index
48177,9.0,254055.34,3,215870.8544277757,4161026.8790386836,LP3,75.0,1.478518133119762,64255,Gonzales County,0.1,0.0,3.7,42.6,4.86
48357,0.0,0.0,0,,,,,1.2519538479355634,62240,Ochiltree County,0.0,0.0,3.1,44.0,4.86
48257,28.0,1276309.2000000002,5,55301.39442790665,4300317.785845141,LP3,72.0,3.640103802267953,84075,Kaufman County,0.4,0.0,9.5,32.6,4.85
48367,18.0,759171.26,4,89312.1668789549,6062187.928773173,LP3,71.0,4.784392442502029,95721,Parker County,0.2,0.0,12.6,28.6,4.83
48223,1.0,21919.53,1,,,,,1.3886913264870036,63766,Hopkins County,0.0,0.0,3.5,42.9,4.82
48363,11.0,119874.49,4,83918.59603062096,8113396.184266545,LP3,89.0,1.5361260469854965,65242,Palo Pinto County,0.1,0.0,3.9,42.0,4.82
48069,0.0,0.0,0,,,,,0.7123442318387552,59886,Castro County,0.0,0.0,1.7,45.7,4.82
48089,7.0,573072.9900000001,5,172710.75460708034,11337953.916144138,LP3,94.0,1.2039767066071698,63352,Colorado County,0.1,0.0,3.0,43.2,4.81
48035,8.0,864926.03,2,141770.09201757942,8583518.28718525,LP3,94.0,1.2702404908945086,63868,Bosque County,0.1,0.0,3.2,42.9,4.81
48451,11.0,376244.56,4,178391.34278358327,4374444.609473143,LP3,109.0,1.8205969224218268,67215,Tom Green County,0.1,0.0,4.6,40.7,4.8
48233,0.0,0.0,0,3607.6349648302003,57347.65136472653,LP3,15.0,0.9957192116486508,62211,Hutchinson County,0.0,0.0,2.4,44.0,4.76
48197,0.0,0.0,0,332609.9592751477,3603952.9220495154,LP3,79.0,0.636503215858987,60455,Hardeman County,0.0,0.0,1.5,45.3,4.76
48311,0.0,0.0,0,71227.11972044017,1327425.0214542265,LP3,91.0,0.6103977027255199,60313,McMullen County,0.0,0.0,1.4,45.4,4.75
48227,7.0,332560.44,2,6956.196202129165,1552.6502507379973,LP3,24.0,1.611785821348686,67243,Howard County,0.1,0.0,4.1,40.7,4.73
48371,0.0,0.0,0,16241.047830726035,42.64188251881535,LP3,80.0,0.3562429661829759,59325,Pecos County,0.0,0.0,0.7,46.1,4.72
48147,9.0,152562.45,4,41253.823638861286,21122.350610610036,LP3,36.0,1.3247140443451113,65835,Fannin County,0.1,0.0,3.3,41.6,4.7
48381,32.0,1137928.93,3,6454.002472169714,1129544.0178981964,LP3,21.0,2.596421496629383,78038,Randall County,0.4,0.0,6.7,35.1,4.68
48299,10.0,318889.57,4,360562.79986101104,72684874.1035672,LP3,88.0,1.0350760949679012,64241,Llano County,0.1,0.0,2.5,42.6,4.68
48417,0.0,0.0,0,79591.37936822227,8002894.325196066,LP3,98.0,0.5322574278769882,60924,Shackelford County,0.0,0.0,1.2,44.9,4.67
48313,2.0,17146.59,2,132757.8385289268,4743912.863471285,LP3,80.0,1.3684683286263195,65768,Madison County,0.0,0.0,3.4,41.6,4.67
48239,28.0,658589.75,5,121085.51205410731,24159702.38730856,LP3,77.0,1.1294383398592351,67176,Jackson County,0.4,0.0,2.8,40.8,4.66
48477,2.0,5700.0,2,142697.42816950986,106814002.92218933,LP3,74.0,1.9634906928457447,70043,Washington County,0.0,0.0,5.0,39.1,4.66
48195,0.0,0.0,0,21184.823067080317,456500.6797772009,LP3,51.0,0.6785889887954442,62350,Hansford County,0.0,0.0,1.6,43.9,4.63
48151,0.0,0.0,0,13970.323319411369,133137.42699151425,LP3,60.0,0.3274100514531239,60461,Fisher County,0.0,0.0,0.6,45.3,4.62
48393,0.0,0.0,0,,,,,0.7220505758025584,62667,Roberts County,0.0,0.0,1.7,43.7,4.62
48059,1.0,930.08,1,,,,,0.9585326910701486,63906,Callahan County,0.0,0.0,2.3,42.8,4.62
48269,0.0,0.0,0,64334.30920591044,808939.8336055588,LP3,46.0,0.127596413197679,59375,King County,0.0,0.0,0.1,46.1,4.62
48503,1.0,7934.82,1,70614.80650433761,9552325.572103122,LP3,97.0,1.176578047104056,65565,Young County,0.0,0.0,2.9,41.8,4.61
48287,1.0,20916.72,1,17124.651166712356,1214578.2096574786,LP3,52.0,1.2892812914397185,66448,Lee County,0.0,0.0,3.2,41.2,4.6
48013,2.0,79254.76000000001,1,6247.31071197441,2448547.4156099013,LP3,28.0,1.423563699051,67442,Atascosa County,0.0,0.0,3.6,40.6,4.6
48211,0.0,0.0,0,145977.89688053943,2705751.2360460907,LP3,78.0,1.4787866257583684,67798,Hemphill County,0.0,0.0,3.7,40.4,4.6
48265,10.0,234782.11,3,175879.67008825293,3654340.6002453384,LP3,75.0,1.2105005664362218,66713,Kerr County,0.1,0.0,3.0,41.0,4.59
48283,0.0,0.0,0,57905.0219947254,2362653.26045106,LP3,82.0,0.6317532478113208,62798,La Salle County,0.0,0.0,1.5,43.6,4.58
48159,0.0,0.0,0,76571.89121391647,3840650.056365642,LP3,61.0,1.2873996578729885,67915,Franklin County,0.0,0.0,3.2,40.3,4.51
48497,8.0,875917.9,4,48039.51302677451,2873208.1043843795,LP3,102.0,3.19672345385625,85385,Wise County,0.1,0.0,8.3,32.1,4.5
48053,7.0,56483.05,4,25232.060689518963,1505559.9248597545,LP3,56.0,1.6218644776206708,71482,Burnet County,0.1,0.0,4.1,38.3,4.49
48267,1.0,9733.16,1,245736.47045548563,3101985.687122758,LP3,92.0,0.2716082332102288,62386,Kimble County,0.0,0.0,0.5,43.9,4.46
48369,0.0,0.0,0,,,,,0.7886974143675392,65575,Parmer County,0.0,0.0,1.9,41.7,4.46
48149,14.0,536711.3099999999,3,325780.3400569601,14318139.91177866,LP3,46.0,1.580688701344311,72881,Fayette County,0.2,0.0,4.0,37.6,4.44
48015,27.0,673024.85,4,141066.41899181958,2657683.856569184,LP3,49.0,1.5922666692077043,73556,Austin County,0.3,0.0,4.0,37.2,4.44
48051,3.0,17979.120000000003,2,93031.16219621978,3715976.8326358544,LP3,96.0,1.6099614415352337,71745,Burleson County,0.0,0.0,4.1,38.2,4.44
48431,0.0,0.0,0,19510.58808657792,477312.9629825488,LP3,60.0,0.3304686753145867,63558,Sterling County,0.0,0.0,0.6,43.1,4.4
48475,0.0,0.0,0,11613880.976476109,12134.953592357851,GEV,14.0,1.376851687523717,70771,Ward County,0.0,0.0,3.5,38.7,4.4
48105,0.0,0.0,0,14401.127913730343,2328822.649079197,LP3,19.0,0.3234706092819253,64103,Crockett County,0.0,0.0,0.6,42.7,4.36
48421,0.0,0.0,0,,,,,0.5959790401983034,66169,Sherman County,0.0,0.0,1.4,41.4,4.35
48021,4.0,62320.8,2,206694.31729481881,7751119.984511592,LP3,86.0,2.2630049538431574,80151,Bastrop County,0.1,0.0,5.8,34.2,4.33
48119,0.0,0.0,0,42907.11479543759,4427198.341874506,LP3,72.0,0.8780085954512612,68491,Delta County,0.0,0.0,2.1,40.0,4.32
48317,0.0,0.0,0,,,,,1.131903478336437,70217,Martin County,0.0,0.0,2.8,39.0,4.32
48281,4.0,5968.24,2,162642.86657395255,30669542.85829866,LP3,98.0,1.398763335739636,73269,Lampasas County,0.1,0.0,3.5,37.4,4.31
48295,1.0,0.0,1,22785.978318142803,67039.17725485144,LP3,62.0,1.2271353861866652,71625,Lipscomb County,0.0,0.0,3.1,38.2,4.28
48171,0.0,0.0,0,138319.15825455796,2697128.3955694684,LP3,50.0,0.9479277364505844,70162,Gillespie County,0.0,0.0,2.3,39.0,4.24
48325,6.0,32752.38,2,74259.99704273888,2927077.296581897,LP3,73.0,1.1098161004419775,73060,Medina County,0.1,0.0,2.7,37.5,4.2
48019,1.0,0.0,1,169021.67187193115,4199592.903643406,LP3,76.0,0.8880003659620445,70965,Bandera County,0.0,0.0,2.1,38.6,4.18
48383,0.0,0.0,0,,,,,0.7932575498594018,70319,Reagan County,0.0,0.0,1.9,38.9,4.18
48017,0.0,0.0,0,,,,,0.6942835447801312,69830,Bailey County,0.0,0.0,1.6,39.2,4.16
48009,0.0,0.0,0,36715.71115771674,636487.0582593058,LP3,75.0,0.7186693029047294,69954,Archer County,0.0,0.0,1.7,39.1,4.16
48433,0.0,0.0,0,79103.07365163877,5744692.983902945,LP3,88.0,0.2165661660443641,66591,Stonewall County,0.0,0.0,0.3,41.1,4.16
48345,0.0,0.0,0,,,,,0.2116288467527233,66528,Motley County,0.0,0.0,0.3,41.1,4.16
48103,0.0,0.0,0,,,,,0.8461674425387034,71364,Crane County,0.0,0.0,2.0,38.4,4.14
48165,0.0,0.0,0,,,,,0.8994041446703255,73299,Gaines County,0.0,0.0,2.2,37.3,4.06
48263,0.0,0.0,0,18448.09117511974,4800.822097733421,LP3,26.0,0.1844806249427246,68553,Kent County,0.0,0.0,0.3,39.9,4.04
48425,1.0,18262.19,1,91996.64050219291,28053618.286464717,LP3,93.0,2.412507929603248,87899,Somervell County,0.0,0.0,6.2,31.1,4.04
48011,0.0,0.0,0,68954.81550106689,1226.6768591759478,LP3,54.0,0.3520019957590121,70417,Armstrong County,0.0,0.0,0.7,38.9,4.0
48111,0.0,0.0,0,,,,,0.5110233988720866,71969,Dallam County,0.0,0.0,1.1,38.0,3.97
48077,2.0,151237.98,1,24208.539541312704,3045368.535665846,LP3,68.0,0.8296880359091415,75227,Clay County,0.0,0.0,2.0,36.4,3.94
48501,0.0,0.0,0,,,,,0.9327408725402764,80317,Yoakum County,0.0,0.0,2.3,34.1,3.76
48031,0.0,0.0,0,267644.47197878914,2596765.9523395575,LP3,70.0,0.8112345387988724,79717,Blanco County,0.0,0.0,1.9,34.3,3.72
48493,3.0,7875.75,1,32200.608102077902,1275381.9123642507,LP3,26.0,1.7234845423578429,89708,Wilson County,0.0,0.0,4.4,30.5,3.71
48205,0.0,0.0,0,25074.07087557307,10.480166357336294,LP3,19.0,0.4848185150059628,78065,Hartley County,0.0,0.0,1.1,35.1,3.68
48319,0.0,0.0,0,352974.7091581226,7540496.815726686,LP3,55.0,0.3122642286835883,77583,Mason County,0.0,0.0,0.6,35.3,3.62
48065,0.0,0.0,0,,,,,0.873622940923136,83199,Carson County,0.0,0.0,2.1,32.9,3.6
48003,0.0,0.0,0,,,,,1.0320845687885247,86458,Andrews County,0.0,0.0,2.5,31.7,3.54
48033,0.0,0.0,0,24917.31724765629,2235477.1305106482,LP3,32.0,0.2420996154123464,80625,Borden County,0.0,0.0,0.4,34.0,3.46
48495,0.0,0.0,0,,,,,0.8813427761922574,89155,Winkler County,0.0,0.0,2.1,30.7,3.38
48259,1.0,8213.34,1,239692.38694949533,127877.52179394195,LP3,88.0,1.7171981153985485,104196,Kendall County,0.0,0.0,4.4,26.3,3.29
48173,0.0,0.0,0,,,,,0.9247218285758356,112188,Glasscock County,0.0,0.0,2.2,24.4,2.77
48301,0.0,0.0,0,,,,,1.0504697921780732,-666666666,Loving County,0.0,0.0,2.6,0.0,0.39
