GEOID,impervious_pct
48273,1.1487103440358195
48391,0.6778794227548567
48201,34.32519764340662
48443,0.13910324824122322
48229,0.15371721438514863
48205,0.4848185150059628
48351,0.9626911538905308
48373,1.551832762747979
48139,4.964449558448651
48491,8.168937783096458
48213,2.037404173238299
48005,2.2893959711047254
48441,3.689478230789733
48199,2.0251097899915513
48055,2.1060747110868627
48063,1.714908118441459
48395,1.7169550056351324
48223,1.3886913264870036
48225,0.7326170642202866
48341,0.9704112578424609
48461,0.9450619187286405
48387,0.6115180602822357
48383,0.7932575498594018
48313,1.3684683286263195
48243,0.15615760137367077
48167,16.52586555636726
48261,0.1618071306309916
48479,1.2966573066463487
48409,3.4943828136155712
48141,10.277341706271486
48321,1.058083203273242
48245,6.7004186743717415
48455,1.0128435331248704
48015,1.5922666692077043
48035,1.2702404908945086
48001,1.1541163595454187
48119,0.8780085954512612
48469,2.5995064554871643
48411,0.4806288763002393
48459,1.444461645002759
48083,0.7138130742589883
48153,0.6816220508500568
48471,1.9560578432928157
48477,1.9634906928457452
48335,0.5778034626843938
48343,1.8908447015785275
48263,0.18448062494272463
48011,0.3520019957590121
48091,6.281489409405683
48453,15.896927357824701
48475,1.376851687523717
48161,1.8198998361252305
48073,1.1513835186989487
48293,1.64810564196365
48499,1.6903150143923953
48333,0.8337030993140289
48317,1.131903478336437
48071,3.6103832005359893
48323,0.923462815003874
48203,2.542107244306863
48037,2.8024090416613023
48277,1.5828812858680392
48359,0.20567314816808063
48315,0.8713847868026431
48135,3.983743998421418
48401,1.7349201013237094
48103,0.8461674425387034
48115,0.730153435495271
48089,1.2039767066071698
48287,1.2892812914397185
48347,1.651967403347795
48025,1.3230426442262149
48405,0.9815348059491331
48319,0.31226422868358833
48173,0.9247218285758356
48339,10.030024451676478
48227,1.611785821348686
48289,1.1525639273627601
48241,1.634621442766189
48449,2.1556625762413533
48403,0.8313864202283759
48215,7.670611306924855
48057,1.5973284659885418
48465,0.47430063299272546
48419,1.4290387027559899
48507,0.42641194022200646
48349,1.7884340667514933
48051,1.6099614415352337
48473,2.953126425860616
48185,1.5369478477413259
48033,0.2420996154123464
48041,6.939890829219494
48053,1.6218644776206708
48407,1.2796314829247555
48427,1.068027233985714
48377,0.19277317691055765
48239,1.1294383398592351
48019,0.8880003659620445
48381,2.596421496629383
48481,1.4485020516490992
48007,3.7600987405783033
48187,4.51685255593695
48189,1.4222205851734568
48355,8.383102433622318
48043,0.08966948178479388
48029,20.12108622565549
48423,4.621064701999646
48311,0.6103977027255199
48061,6.739995934557437
48353,1.0342382983741059
48039,5.2476444886111935
48447,0.3828989424996271
48301,1.0504697921780732
48379,1.205299764666714
48105,0.32347060928192534
48265,1.2105005664362218
48371,0.3562429661829759
48361,5.990215575968004
48155,0.28246404175662976
48467,1.6404591172010894
48157,12.663695647224253
48013,1.423563699051
48121,14.585722824937934
48325,1.1098161004419775
48027,6.685754827391896
48049,1.8773031375687583
48231,2.790071055565034
48259,1.7171981153985485
48233,0.9957192116486508
48207,0.6036314628561701
48099,2.1915505024304576
48183,10.891696737256957
48101,0.25162978652206064
48193,1.1188075653281417
48437,0.7489384204807608
48125,0.3250765050402982
48445,0.8401494383968371
48425,2.412507929603248
48069,0.7123442318387552
48175,0.685625450179101
48235,0.5066781467110003
48107,0.5761860140976071
48413,0.2566166272474836
48337,1.608336746157703
48211,1.4787866257583684
48111,0.5110233988720866
48067,1.0079700346669551
48271,0.2694748636071376
48079,0.3888554482816732
48369,0.7886974143675392
48077,0.8296880359091415
48097,1.990076610085867
48295,1.2271353861866652
48421,0.5959790401983034
48357,1.2519538479355634
48087,0.4592040671423103
48495,0.8813427761922574
48501,0.9327408725402763
48399,0.7402066139338501
48363,1.5361260469854965
48237,0.9296684940392965
48279,0.9033297764271019
48255,2.5899997372209875
48081,0.27804432789870603
48297,1.4014946015394356
48191,0.3797674520515929
48269,0.12759641319767903
48171,0.9479277364505845
48435,0.44831101126088113
48159,1.2873996578729885
48131,0.4347880104524499
48283,0.6317532478113208
48429,0.7685012371556245
48503,1.176578047104056
48195,0.6785889887954442
48023,0.4734883437555792
48127,0.7121273278015388
48169,0.32200374081662086
48137,0.1375857823158788
48095,0.4240583308584555
48397,13.141215275266916
48123,1.645243766509398
48209,5.271484195028657
48489,1.0831146893453258
48017,0.6942835447801312
48299,1.0350760949679012
48257,3.6401038022679533
48181,3.8690626200183296
48075,0.5965287791944933
48483,1.5700528216946001
48291,1.9757164606908324
48031,0.8112345387988724
48219,0.9850824125288307
48149,1.580688701344311
48221,4.51281221216667
48065,0.873622940923136
48143,1.7198772955270902
48329,4.755802045809173
48249,1.5269921017656807
48431,0.33046867531458674
48365,1.784912737982993
48505,0.5491709184721435
48147,1.3247140443451113
48163,0.7276372585874796
48307,0.5564772795678253
48045,0.29237331898704516
48003,1.0320845687885247
48463,0.7180696033469088
48117,0.6719489046660387
48439,34.70082915564087
48113,37.31533889783668
48497,3.19672345385625
48085,17.52740411618705
48375,2.7176982409277404
48303,5.961767966798832
48093,1.2598601406805547
48251,6.223015590571452
48451,1.8205969224218268
48309,5.632451417389489
48059,0.9585326910701486
48179,1.3469042762622854
48253,0.9102384910495416
48493,1.7234845423578429
48281,1.398763335739636
48177,1.4785181331197619
48305,0.5980405657199361
48151,0.3274100514531239
48327,0.20133502040470455
48389,0.7381106501241008
48433,0.21656616604436418
48367,4.784392442502029
48385,0.3266753159348704
48247,0.24613294752258183
48133,1.6327541555465575
48021,2.2630049538431574
48285,1.0804904259231474
48267,0.2716082332102288
48393,0.7220505758025584
48217,2.147778944303153
48457,1.0469342555002474
48129,0.46305066641241216
48345,0.2116288467527233
48109,0.16517000805886087
48047,0.5434176279528683
48165,0.8994041446703255
48485,5.246558773835916
48145,1.300287088559164
48487,0.8737729445032852
48415,0.9391534958806672
48417,0.5322574278769882
48197,0.636503215858987
48009,0.7186693029047294
48275,0.37700830867381346
48331,1.216422942613512
